label,array_size,working_set_bytes,ntimes,copy_min,copy_med,copy_max,scale_min,scale_med,scale_max,add_min,add_med,add_max,triad_min,triad_med,triad_max,cpu_freq_mhz,temp_c
2.25M,98090,2354176,5,25318.1,25318.1,25713.7,11713.0,11797.0,11797.0,19135.8,19135.8,19135.8,17569.5,17569.5,17569.5,2,53.0
2.38M,103893,2493440,5,25170.2,25539.0,25632.9,11698.2,11717.9,11717.9,19154.2,19189.4,19189.4,17547.3,17547.3,17576.8,2,53.0
2.52M,110080,2641920,5,24873.2,25127.0,25473.6,11744.6,11744.6,11744.6,18877.4,19006.9,19138.2,17368.4,17505.6,17616.9,2,53.0
2.67M,116650,2799616,5,24311.3,24540.0,24540.0,11736.5,11736.5,11754.1,18787.8,18908.8,18939.3,17268.2,17473.8,17499.8,2,53.0
2.83M,123562,2965504,5,23827.9,24105.0,24105.0,11712.0,11761.9,11761.9,18788.8,18874.3,19018.6,17132.4,17444.8,17444.8,2,52.0
3.00M,130944,3142656,5,22474.4,22824.7,23064.3,11716.7,11716.7,11716.7,17958.1,18383.9,18487.0,16538.6,17253.0,17275.6,2,53.0
3.17M,138709,3329024,5,21155.9,21547.7,21749.1,11679.6,11753.3,11753.3,16904.2,17993.4,18086.7,15921.2,15921.2,16802.5,2,53.0
3.36M,146944,3526656,5,20290.6,20290.6,20804.3,11642.6,11697.8,11697.8,15752.8,17546.7,17546.7,15669.4,16620.1,16789.9,2,53.0
3.56M,155690,3736576,5,18893.6,19031.3,19312.7,11481.5,11583.3,11583.3,16602.0,16690.4,16833.8,16024.8,16107.2,16240.7,2,53.0
3.78M,164949,3958784,5,12871.6,12871.6,16925.9,10906.0,10992.6,11530.8,11443.4,13326.1,13699.9,12901.6,13745.3,14501.6,2,53.0
4.00M,174762,4194304,5,15533.9,15891.7,16266.4,11233.8,11320.5,11320.5,13439.4,14770.9,14921.2,13398.4,14921.2,14972.0,2,53.0
4.24M,185173,4444160,5,14671.5,14811.4,15931.7,11016.6,11095.3,11135.1,12443.3,12663.1,12953.5,13507.3,13635.8,13931.3,2,53.0
4.49M,196181,4708352,5,14141.2,15380.2,15691.9,10862.6,10898.6,10943.9,11860.8,12823.5,12865.3,12724.4,12724.4,13227.2,2,53.0
4.76M,207829,4987904,5,13795.4,14980.8,15259.5,10687.5,10728.6,10870.7,11110.3,11157.7,12534.9,12467.7,12475.1,13190.9,2,53.0
5.04M,220202,5284864,5,14559.1,14674.8,14748.0,10639.0,10739.5,10739.5,11879.0,11879.0,11955.9,12523.3,12644.8,12702.7,2,53.0
5.34M,233301,5599232,5,13190.0,13381.7,14577.8,10578.8,10665.2,10820.0,10070.7,10197.5,10233.0,10526.6,10583.5,10832.5,2,53.0
5.66M,247168,5932032,5,14386.1,14386.1,14386.1,10806.0,10806.0,10834.2,10884.0,10984.9,11043.4,10036.6,11675.6,11864.9,2,53.0
5.99M,261845,6284288,5,13006.8,14102.8,14344.6,10767.2,10853.7,10853.7,9366.8,10476.2,10594.1,11302.8,11385.8,11385.8,2,53.0
