label,array_size,working_set_bytes,ntimes,copy_min,copy_med,copy_max,scale_min,scale_med,scale_max,add_min,add_med,add_max,triad_min,triad_med,triad_max,cpu_freq_mhz,temp_c
68K,2901,69632,75,48670.7,48670.7,48670.7,12167.7,12167.7,12167.7,24335.4,24335.4,24335.4,18251.5,18251.5,18251.5,2,55.0
72K,3072,73728,71,51539.6,51539.6,51539.6,12884.9,12884.9,12884.9,23787.5,23787.5,25769.8,19327.4,19327.4,19327.4,2,55.0
76K,3242,77824,67,27195.9,27195.9,54391.7,13597.9,13597.9,13597.9,20396.9,20396.9,20396.9,20396.9,20396.9,20396.9,2,56.0
81K,3456,82944,63,28991.0,28991.0,28991.0,14495.5,14495.5,14495.5,21743.3,21743.3,21743.3,21743.3,21743.3,21743.3,2,55.0
85K,3626,87040,60,30417.1,30417.1,30417.1,12166.8,12166.8,12166.8,22812.8,22812.8,22812.8,17381.2,18250.3,18250.3,2,55.0
91K,3882,93184,56,32564.6,32564.6,32564.6,12405.6,13025.8,13025.8,19538.7,19538.7,19538.7,19538.7,19538.7,19538.7,2,56.0
96K,4096,98304,53,34359.7,34359.7,34359.7,13743.9,13743.9,13743.9,20615.8,20615.8,20615.8,19634.1,19634.1,20615.8,2,55.0
102K,4352,104448,50,36507.2,36507.2,36507.2,11682.3,11682.3,11682.3,20861.3,20861.3,21904.3,17523.5,17523.5,17523.5,2,55.0
108K,4608,110592,47,25769.8,25769.8,25769.8,12369.5,12369.5,12369.5,18554.3,22088.4,22088.4,18554.3,18554.3,18554.3,2,55.0
114K,4864,116736,44,27201.5,27201.5,27201.5,13056.7,13056.7,13056.7,19585.1,19585.1,19585.1,19585.1,19585.1,19585.1,2,55.0
121K,5162,123904,42,28868.0,28868.0,28868.0,11945.4,11945.4,11945.4,20785.0,20785.0,20785.0,17918.1,17918.1,17918.1,2,55.0
128K,5461,131072,40,30540.1,30540.1,30540.1,12637.3,12637.3,12637.3,18955.9,21143.2,21988.9,18955.9,18955.9,18955.9,2,55.0
136K,5802,139264,37,32447.1,32447.1,32447.1,11799.0,11799.0,11799.0,20139.6,20139.6,20139.6,17698.4,17698.4,17698.4,2,55.0
144K,6144,147456,35,25769.8,31716.7,31716.7,12494.5,12494.5,12494.5,21326.7,21326.7,21326.7,18741.7,18741.7,18741.7,2,55.0
152K,6485,155648,33,27200.1,27200.1,27200.1,11762.2,12800.0,13187.9,19781.9,19781.9,19781.9,17179.0,17643.3,17643.3,2,55.0
161K,6869,164864,31,28810.7,28810.7,28810.7,12458.7,12458.7,12458.7,20953.2,20953.2,20953.2,18688.0,18688.0,18688.0,2,55.0
171K,7296,175104,29,28801.5,30601.6,30601.6,11657.8,11657.8,11657.8,19849.7,19849.7,19849.7,17913.2,17913.2,17913.2,2,55.0
181K,7722,185344,28,24676.9,24676.9,25910.7,12338.4,12338.4,12639.4,21008.7,21008.7,21008.7,18507.7,18507.7,18959.1,2,55.0
192K,8192,196608,26,26178.8,26178.8,26178.8,11951.2,11951.2,11951.2,20113.0,20113.0,20113.0,17926.8,17926.8,17926.8,2,55.0
203K,8661,207872,25,27677.6,27677.6,27677.6,12366.6,12366.6,12635.4,18953.1,18953.1,20758.2,17436.9,18953.1,18953.1,2,55.0
215K,9173,220160,23,24623.6,24623.6,29313.8,12311.8,12311.8,12311.8,20073.6,20073.6,20073.6,18467.7,18467.7,18467.7,2,55.0
228K,9728,233472,22,26113.4,26113.4,26113.4,12089.5,12089.5,12089.5,19585.1,19585.1,19585.1,18134.3,18134.3,18134.3,2,55.0
242K,10325,247808,21,27716.0,27716.0,27716.0,11946.5,11946.5,11946.5,19247.2,19247.2,19247.2,17919.8,17919.8,17919.8,2,55.0
256K,10922,262144,20,25274.6,25274.6,25274.6,11634.3,11822.0,11822.0,20360.1,20360.1,20360.1,17451.5,17733.0,17733.0,2,55.0
271K,11562,277504,18,26755.6,26755.6,26755.6,12316.1,12316.1,12316.1,20066.7,20066.7,20066.7,17371.2,17371.2,17371.2,2,55.0
287K,12245,293888,17,28336.1,28336.1,28336.1,12264.9,12264.9,12264.9,19881.0,19881.0,19881.0,18397.3,18397.3,18397.3,2,55.0
304K,12970,311296,16,26375.8,26375.8,26375.8,12088.9,12259.2,12259.2,19486.6,19486.6,19486.6,18388.8,18388.8,18388.8,2,55.0
323K,13781,330752,15,27200.8,28025.1,28025.1,11706.7,11706.7,11706.7,19538.6,19538.6,19538.6,17560.0,17560.0,17560.0,2,55.0
342K,14592,350208,14,25769.8,25769.8,26466.3,11798.2,11798.2,11798.2,19585.1,19585.1,19585.1,17697.3,17697.3,17697.3,2,55.0
362K,15445,370688,14,27276.2,27276.2,28013.4,11778.4,11778.4,11778.4,19434.3,19680.3,19680.3,17667.6,17667.6,17667.6,2,55.0
384K,16384,393216,13,26178.8,26178.8,26178.8,11951.2,11951.2,11951.2,18741.7,19634.1,19870.7,17926.8,17926.8,17926.8,2,55.0
406K,17322,415744,12,25270.9,25270.9,25270.9,11624.6,12109.0,12109.0,18953.1,18953.1,19592.0,17436.9,17436.9,18163.4,2,55.0
431K,18389,441344,11,26827.5,26827.5,26827.5,11866.0,11866.0,11866.0,19282.3,19282.3,19282.3,17629.5,17799.0,17799.0,2,55.0
456K,19456,466944,11,26113.4,26113.4,26113.4,11978.6,11978.6,11978.6,19391.1,19585.1,19585.1,17967.9,17967.9,17967.9,2,55.0
483K,20608,494592,10,25610.7,25610.7,25610.7,11820.3,11820.3,11820.3,19031.8,19031.8,19756.8,17730.5,17730.5,17730.5,2,55.0
512K,21845,524288,10,25275.7,25275.7,26654.4,11727.9,11727.9,11727.9,18794.8,19460.1,19460.1,17452.3,17591.9,17591.9,2,55.0
542K,23125,555008,9,24633.2,24633.2,26756.8,11937.6,11937.6,11937.6,19080.6,19080.6,19238.3,17371.9,17906.5,17906.5,2,55.0
575K,24533,588800,8,24572.9,26133.0,26133.0,11844.5,11844.5,11930.3,18996.7,18996.7,19599.8,17391.4,17895.5,17895.5,2,55.0
609K,25984,623616,8,24560.0,26026.2,26026.2,11862.3,11943.5,11943.5,19519.7,19519.7,19519.7,17793.4,17793.4,17793.4,2,55.0
645K,27520,660480,7,24300.5,24624.5,24624.5,11615.3,11615.3,11615.3,18845.3,18845.3,18974.3,17423.0,17423.0,17423.0,2,55.0
683K,29141,699392,7,24754.7,26074.9,26074.9,11640.6,11710.3,11710.3,19426.7,19426.7,19426.7,17460.9,17460.9,17565.4,2,55.0
724K,30890,741376,7,25912.4,25912.4,26240.4,11778.4,11778.4,11778.4,18960.3,19076.6,19076.6,17667.6,17667.6,17667.6,2,55.0
767K,32725,785408,6,24956.1,26144.5,26144.5,11871.0,11871.0,11935.5,19152.4,19152.4,19152.4,17522.4,17522.4,17522.4,2,55.0
813K,34688,832512,6,25303.0,25303.0,25303.0,11816.6,11816.6,11816.6,18874.6,18977.2,19398.9,17724.9,17724.9,17724.9,2,55.0
861K,36736,881664,5,25415.6,25680.3,25680.3,11795.7,11795.7,11795.7,19160.4,19160.4,19160.4,17609.4,17609.4,17693.6,2,55.0
912K,38912,933888,5,24869.9,25109.0,26113.4,11762.8,11762.8,11762.8,19014.6,19107.4,19107.4,17565.1,17644.2,17644.2,2,55.0
967K,41258,990208,5,25401.6,25401.6,25401.6,11782.0,11782.0,11782.0,19051.2,19051.2,19051.2,17673.0,17673.0,17748.6,2,55.0
1.00M,43690,1048576,5,24847.3,25059.7,25059.7,11681.2,11681.2,11870.4,19038.9,19038.9,19038.9,17179.6,17452.3,17521.8,2,55.0
1.06M,46293,1111040,5,23897.5,24656.1,24853.4,11767.7,11767.7,11767.7,18866.4,19177.0,19177.0,17323.4,17651.5,17651.5,2,55.0
1.12M,49024,1176576,5,25307.3,25307.3,25307.3,11708.0,11708.0,11708.0,18980.5,19277.0,19277.0,17562.0,17562.0,17562.0,2,55.0
1.19M,51968,1247232,5,25090.0,25271.8,26026.2,11703.1,11742.5,11742.5,18885.5,19162.2,19162.2,17554.6,17554.6,17554.6,2,55.0
1.26M,55040,1320960,5,25127.0,25127.0,25299.1,11763.3,11763.3,11763.3,19105.2,19171.3,19171.3,17588.9,17644.9,17644.9,2,55.0
1.33M,58325,1399808,5,25252.4,25252.4,25921.4,11684.0,11684.0,11789.5,19124.4,19186.9,19186.9,17473.8,17525.9,17737.7,2,55.0
1.41M,61781,1482752,5,24678.9,25435.9,25435.9,11778.6,11778.6,11778.6,18788.8,19018.6,19313.9,17617.8,17667.8,17667.8,2,55.0
1.50M,65450,1570816,5,24401.5,25536.5,25536.5,11744.1,11775.5,11775.5,18932.2,19152.4,19152.4,17429.7,17429.7,17475.9,2,55.0
1.59M,69333,1664000,5,25150.6,25150.6,25849.2,11690.6,11809.3,11809.3,19121.3,19121.3,19121.3,17535.9,17535.9,17713.9,2,55.0
1.68M,73472,1763328,5,25028.5,25547.3,25547.3,11767.6,11767.6,11767.6,18963.9,19160.4,19160.4,17484.5,17609.4,17609.4,2,55.0
1.78M,77866,1868800,5,22621.2,23121.7,23538.3,11638.1,11664.1,11664.1,18144.1,18313.7,18313.7,17002.7,17114.1,17151.5,2,55.0
1.89M,82474,1979392,5,24931.2,24931.2,25388.7,11776.0,11776.0,11801.1,19041.5,19217.8,19217.8,17515.0,17515.0,17664.1,2,55.0
2.00M,87381,2097152,5,24032.9,24535.7,24535.7,11751.6,11751.6,11751.6,18211.3,18715.0,19080.4,17046.6,17046.6,17487.2,2,55.0
2.12M,92586,2222080,5,23897.5,24754.3,24754.3,11767.7,11767.7,11767.7,18528.9,18677.4,18981.7,17100.9,17227.4,17355.7,2,55.0
2.25M,98090,2354176,5,24201.1,24471.0,24840.4,11713.0,11713.0,11713.0,18560.3,18843.6,18843.6,17322.9,17414.6,17569.5,2,55.0
2.38M,103893,2493440,5,23086.6,23714.8,23795.7,11698.2,11717.9,11797.2,18477.4,18742.3,18776.0,17201.0,17314.9,17430.4,2,55.0
2.52M,110080,2641920,5,22591.3,22871.0,23230.6,11744.6,11744.6,11744.6,17047.7,17729.6,18225.4,16200.3,16514.2,17153.3,2,55.0
2.67M,116650,2799616,5,20764.6,21447.3,21927.9,11666.5,11666.5,11736.5,16774.8,17067.4,17604.8,15997.8,16377.1,16774.8,2,55.0
2.83M,123562,2965504,5,20782.2,21261.8,21764.1,11629.9,11712.0,11712.0,16650.8,17132.4,17543.2,16301.6,16474.4,16673.1,2,55.0
3.00M,130944,3142656,5,20579.6,20774.2,20774.2,11639.1,11701.1,11716.7,15636.1,16293.3,16538.6,15416.7,15471.0,15957.9,2,55.0
3.17M,138709,3329024,5,19975.5,20148.5,20324.5,11563.5,11621.2,11621.2,16388.4,16563.4,16822.8,15144.1,15706.3,16465.7,2,55.0
3.36M,146944,3526656,5,19566.0,19604.9,20290.6,11574.2,11574.2,11587.8,15392.2,16714.0,16866.4,15669.4,15956.7,16183.7,2,55.0
3.56M,155690,3736576,5,17921.4,18427.1,18591.1,11481.5,11481.5,11532.2,16041.2,16257.5,16325.3,15517.1,15766.9,15766.9,2,55.0
3.78M,164949,3958784,5,16596.0,16596.0,17711.3,11238.1,11330.1,11376.7,14035.8,14047.6,15345.9,13848.5,14401.0,15108.6,2,55.0
4.00M,174762,4194304,5,15637.4,15870.2,16176.7,11190.9,11223.0,11277.0,12992.7,13626.7,13797.7,13658.5,14073.7,14073.7,2,55.0
4.24M,185173,4444160,5,15191.6,15931.7,16117.7,11055.8,11095.3,11215.5,12418.5,13556.5,14057.4,12989.6,13675.8,14382.8,2,55.0
4.49M,196181,4708352,5,14341.5,14743.0,14876.3,10391.1,10465.4,10574.7,10750.3,11233.3,12137.8,11541.9,12041.6,12798.6,2,55.0
4.76M,207829,4987904,5,15193.0,15688.6,15688.6,10828.5,10837.0,10870.7,12438.0,12565.0,12819.1,11603.3,12795.6,13232.6,2,55.0
5.04M,220202,5284864,5,14807.1,14941.9,14987.3,10770.8,10873.8,10873.8,10656.9,11981.8,12040.3,11077.6,12523.3,12768.6,2,55.0
5.34M,233301,5599232,5,13614.4,14756.4,14868.5,10701.7,10753.1,10790.2,9963.9,9980.8,10179.8,10484.3,11067.3,12386.5,2,55.0
5.66M,247168,5932032,5,13050.5,14486.6,14486.6,10777.9,10806.0,10898.3,9536.5,9772.5,11048.3,9984.2,11518.9,11864.9,2,55.0
5.99M,261845,6284288,5,13006.8,14205.4,14251.5,10800.3,10853.7,10880.6,10798.1,10815.8,10869.4,11405.5,11405.5,11510.1,2,55.0
6.35M,277418,6658048,5,13780.3,13914.2,14277.0,10855.5,10906.4,10983.6,10132.7,10420.1,10518.2,9472.8,9511.5,9511.5,2,55.0
6.73M,293930,7054336,5,13832.6,13871.5,13959.9,10964.6,11119.1,11119.1,10252.2,10270.0,10341.8,10885.9,10922.1,11023.8,2,55.0
7.13M,311381,7473152,5,13684.6,13884.7,13958.9,11144.8,11198.5,11198.5,9159.7,10183.4,10276.9,10708.8,10767.7,10767.7,2,55.0
7.55M,329898,7917568,5,13201.6,13751.0,13854.2,11136.4,11255.3,11255.3,9029.0,9123.2,10140.0,9315.2,10515.7,10555.8,2,55.0
8.00M,349525,8388608,5,13503.9,13741.2,13879.4,11342.5,11342.5,11348.0,9138.8,10009.8,10021.2,10381.9,10512.2,10524.8,2,55.0
8.48M,370304,8887296,5,13432.8,13676.8,13744.8,11326.7,11373.3,11483.7,9087.3,9113.9,10132.1,9247.3,9265.7,10479.6,2,55.0
8.98M,392320,9415680,5,11644.5,11753.6,13357.8,9980.3,10693.8,11452.0,7960.5,9116.4,10082.3,8760.5,8993.9,10279.1,2,55.0
9.51M,415658,9975808,5,12245.1,12315.4,13436.6,11488.6,11502.8,11526.6,9244.7,10170.5,10190.3,9279.6,9287.8,9314.7,2,55.0
10.08M,440362,10568704,5,13270.0,13293.8,13372.0,11530.3,11530.3,11570.9,10017.7,10074.6,10202.1,10258.8,10320.9,10340.2,2,55.0
10.68M,466560,11197440,5,12439.5,13008.0,13329.2,11519.6,11523.9,11575.0,9252.5,9254.3,10254.5,9089.5,9300.1,9307.5,2,56.0
11.31M,494293,11863040,5,13289.8,13337.9,13359.4,11493.9,11541.9,11545.9,10148.3,10189.9,10219.2,9160.0,10306.0,10387.7,2,56.0
11.99M,523690,12568576,5,11560.6,13055.1,13302.1,10035.5,11556.8,11560.6,8945.6,10194.6,10268.1,8383.6,9274.5,9295.8,2,55.0
12.70M,554837,13316096,5,12093.0,12160.2,12978.2,11513.4,11545.6,11574.3,9240.9,9332.0,10203.1,9234.7,9305.5,10331.4,2,55.0
13.45M,587818,14107648,5,13171.2,13268.7,13322.5,11554.7,11568.3,11581.9,10290.7,10366.5,10366.5,10120.0,10276.4,10333.9,2,55.0
14.25M,622762,14946304,5,12792.4,13093.0,13301.4,11561.0,11570.6,11599.5,9317.7,10223.3,10307.3,9254.4,10320.9,10329.4,2,55.0
15.10M,659797,15835136,5,11462.1,12078.1,13328.8,9979.3,11563.9,11588.1,8811.0,9233.6,9254.2,8947.5,9984.6,10183.6,2,55.0
16.00M,699050,16777216,5,13111.4,13203.6,13331.2,11554.8,11569.0,11577.6,9270.0,9592.2,10355.9,10211.7,10337.7,10343.8,2,55.0
16.95M,740608,17774592,5,12081.0,12688.6,13314.1,11558.5,11582.7,11593.5,9326.0,10202.8,10250.5,9262.3,9301.6,10321.5,2,55.0
17.96M,784640,18831360,5,12038.5,12642.6,12877.5,11570.3,11570.3,11593.2,10200.8,10289.8,10314.0,9267.2,9272.7,9290.1,2,55.0
19.03M,831317,19951616,5,11971.8,12015.7,12452.8,11564.8,11567.2,11605.7,9284.7,9314.7,9318.8,9190.9,9241.6,9241.6,2,55.0
20.16M,880768,21138432,5,13232.0,13282.5,13369.7,11551.2,11571.5,11587.4,9275.1,9295.6,10301.0,9291.7,10266.4,10296.3,2,56.0
21.36M,933120,22394880,5,12237.8,12816.3,13211.1,11555.8,11564.3,11572.8,9192.7,9249.7,10368.8,9174.7,9249.7,10305.1,2,55.0
22.63M,988586,23726080,5,11682.1,13168.5,13213.1,11321.3,11379.6,11545.9,9032.0,10262.4,10262.4,9199.8,10130.7,10280.4,2,56.0
23.97M,1047381,25137152,5,11644.9,12812.3,12920.7,11564.4,11573.9,11589.2,9177.6,9218.6,10197.6,9200.9,10143.6,10264.1,2,55.0
25.40M,1109674,26632192,5,12186.1,13083.1,13103.8,11469.1,11567.1,11574.3,9311.7,10306.6,10330.5,9263.1,9295.5,10270.6,2,56.0
26.91M,1175637,28215296,5,11844.4,12684.2,13304.5,11554.7,11588.7,11597.2,9029.0,10208.2,10252.4,8889.3,9260.1,9330.9,2,56.0
28.51M,1245568,29893632,5,13153.2,13171.9,13234.4,11539.0,11572.6,11579.0,10188.8,10262.2,10322.1,9183.5,9201.1,10300.9,2,56.0
30.20M,1319637,31671296,5,12494.3,13088.9,13139.4,11570.3,11582.4,11588.5,9881.6,10249.9,10272.9,9271.9,10288.8,10323.2,2,56.0
32.00M,1398101,33554432,5,12019.6,12937.8,13043.9,11547.7,11596.2,11632.2,9108.0,10149.1,10255.6,9238.4,9246.3,10233.2,2,55.0
33.90M,1481216,35549184,5,12134.1,12708.1,13021.1,11588.1,11589.5,11600.3,9287.1,9308.5,10221.0,9202.8,9245.0,10307.2,2,56.0
35.92M,1569322,37663744,5,11788.2,13270.6,13376.8,10549.5,11560.4,11607.6,9288.2,10232.1,10364.3,9288.7,10285.4,10307.5,2,55.0
38.05M,1662634,39903232,5,12983.2,13150.0,13254.6,11566.0,11581.6,11611.8,9191.9,10155.7,10166.2,9190.4,10122.5,10205.3,2,56.0
40.32M,1761493,42275840,5,9678.4,13127.4,13200.6,11555.4,11579.2,11579.2,10116.3,10186.6,10265.6,9178.4,10197.1,10204.2,2,56.0
42.71M,1866240,44789760,5,12094.8,12400.1,13176.4,11546.2,11582.5,11596.4,9223.4,9238.8,10186.1,9208.5,9216.1,10296.6,2,56.0
45.25M,1977216,47453184,5,12864.9,13029.1,13214.7,11575.4,11604.8,11609.8,9162.3,9923.4,10170.3,8779.2,9083.7,10209.4,2,56.0
47.95M,2094805,50275328,5,12585.5,13045.7,13128.5,11518.2,11570.4,11594.2,9022.7,9081.4,10129.7,9167.5,9174.2,10171.2,2,56.0
50.80M,2219349,53264384,5,10792.6,11911.2,12936.5,11551.8,11586.0,11593.2,9162.8,9178.6,10211.5,9144.4,9155.3,9189.9,2,56.0
53.82M,2351317,56431616,5,10588.8,12050.0,13018.3,11511.9,11537.2,11604.2,8782.9,10157.1,10208.4,8573.6,10160.2,10226.9,2,56.0
57.02M,2491136,59787264,5,13193.7,13211.4,13219.8,11556.6,11590.2,11623.3,10087.1,10114.4,10216.6,10222.0,10232.4,10263.8,2,56.0
60.41M,2639274,63342592,5,11623.5,12753.4,13037.8,11512.4,11581.7,11604.4,9177.1,9776.6,10182.0,9133.9,9896.0,10269.7,2,55.0
64.00M,2796202,67108864,5,12866.8,12971.8,13147.2,11448.4,11533.5,11564.1,9087.2,10177.0,10222.1,9148.0,10154.2,10203.9,2,56.0
67.81M,2962474,71099392,5,13011.0,13163.5,13187.9,11549.2,11557.9,11569.4,10155.7,10185.9,10239.1,10212.4,10217.0,10236.2,2,56.0
71.84M,3138645,75327488,5,12966.7,13057.5,13091.6,11552.2,11560.4,11560.4,9186.4,9215.3,10276.7,9204.3,10179.3,10238.7,2,56.0
76.11M,3325269,79806464,5,11315.6,12802.2,13066.0,11393.0,11530.8,11588.9,9196.2,9209.1,10027.0,9105.1,9110.4,10219.9,2,56.0
80.63M,3522986,84551680,5,12664.0,12817.1,12952.6,11555.4,11567.3,11571.8,9696.4,10172.3,10185.7,9608.1,10133.0,10163.8,2,56.0
85.43M,3732480,89579520,5,11598.0,12354.3,12641.7,11558.4,11562.2,11573.9,9153.7,9164.2,9194.0,9131.5,9140.8,9172.5,2,56.0
90.51M,3954432,94906368,5,12403.1,12825.7,13050.9,11485.2,11556.7,11588.0,9089.7,10108.3,10161.2,9010.5,10134.1,10157.1,2,56.0
95.89M,4189568,100549632,5,12738.8,12834.7,12925.6,11538.0,11555.5,11575.5,10064.1,10143.2,10208.1,10152.5,10186.4,10188.3,2,56.0
101.59M,4438698,106528768,5,13105.5,13113.0,13254.8,11478.8,11532.6,11583.3,9153.6,10177.5,10216.6,10025.4,10221.5,10238.2,2,56.0
107.63M,4702634,112863232,5,12626.6,12890.1,13060.3,11527.9,11565.1,11570.6,10089.8,10154.9,10176.1,10087.0,10128.4,10149.5,2,56.0
114.04M,4982272,119574528,5,12379.8,13169.8,13230.8,11548.2,11554.6,11593.4,9144.7,10187.9,10263.0,9205.1,10232.2,10249.2,2,56.0
120.82M,5278506,126684160,5,12601.7,12981.3,13134.4,11544.2,11578.6,11582.0,9840.9,10177.0,10225.6,10137.2,10202.6,10218.1,2,56.0
128.00M,5592405,134217728,5,12189.0,12983.0,13172.1,11492.5,11493.9,11526.1,9686.0,10178.1,10230.1,9239.1,10242.5,10255.0,2,56.0
135.61M,5924949,142198784,5,12899.6,12928.1,13153.9,11550.9,11553.6,11556.6,10186.9,10211.0,10250.0,10155.0,10215.4,10233.8,2,56.0
143.67M,6277248,150653952,5,12937.9,12998.2,13075.7,11525.9,11545.8,11557.8,10090.7,10104.2,10134.1,9208.1,9613.5,10118.5,2,56.0
152.22M,6650538,159612928,5,12147.1,12294.4,12454.2,11299.8,11305.6,11338.0,9250.7,9273.9,9402.7,9332.5,9381.8,9417.3,2,56.0
161.27M,7045973,169103360,5,12380.1,12409.1,12520.8,11328.9,11342.5,11349.6,9358.7,9475.6,9482.1,9437.7,9448.1,9512.5,2,56.0
170.86M,7464960,179159040,5,10152.9,10664.3,12357.9,11253.8,11260.4,11279.7,8166.9,8198.0,9380.1,8172.6,8185.6,9314.3,2,56.0
181.02M,7908864,189812736,5,10715.8,10760.4,12200.4,10998.7,11295.3,11350.1,8986.1,9353.2,9383.2,9326.5,9365.6,9375.7,2,56.0
191.78M,8379136,201099264,5,12193.5,12232.2,12233.5,11148.8,11319.4,11344.3,9289.0,9322.7,9346.6,8359.3,9373.9,9374.8,2,56.0
203.19M,8877397,213057536,5,11765.8,12124.6,12445.2,11235.3,11252.3,11305.2,8304.0,9368.8,9388.2,8306.3,9314.8,9336.1,2,56.0
215.27M,9405269,225726464,5,10798.2,12446.1,12469.7,11159.4,11290.0,11335.0,8326.9,9361.1,9362.8,8627.0,9367.0,9468.4,2,56.0
228.07M,9964544,239149056,5,10804.6,12174.1,12221.7,11091.0,11272.9,11330.6,8263.3,9338.8,9435.0,8186.1,9293.8,9345.4,2,56.0
241.63M,10557056,253369344,5,12785.8,12828.4,13071.7,11437.1,11504.0,11515.8,8852.0,9908.5,9939.6,9978.7,9982.2,9991.3,2,56.0
256.00M,11184810,268435456,5,12848.6,12930.5,13015.0,11389.8,11447.3,11508.6,8812.5,9882.4,10000.3,8795.3,8884.2,9909.4,2,56.0
271.22M,11849898,284397568,5,11274.8,12545.3,12571.3,11378.4,11476.2,11487.3,9061.5,9356.4,9826.1,9771.5,9875.2,9920.4,2,56.0
287.35M,12554538,301308928,5,11727.1,11941.2,12937.0,11434.1,11468.6,11473.2,9826.5,9844.8,9866.7,9848.7,9878.3,10001.3,2,56.0
304.44M,13301077,319225856,5,12794.9,12858.3,12948.9,11294.8,11444.3,11494.2,8821.5,9973.6,10048.6,8966.0,9916.9,10008.0,2,56.0
322.54M,14091989,338207744,5,12419.9,13088.3,13138.0,11459.8,11467.3,11509.6,10017.7,10048.1,10053.1,9061.4,10048.0,10048.1,2,56.0
341.72M,14929920,358318080,5,12386.8,12550.8,12653.2,11442.7,11475.7,11508.9,9411.6,10004.2,10066.5,9384.7,9941.2,9959.6,2,56.0
362.04M,15817728,379625472,5,11268.2,13111.9,13510.7,11542.7,11548.9,11555.9,9636.4,10235.0,10325.5,9280.7,9766.3,10417.2,2,56.0
383.57M,16758272,402198528,5,11249.5,11982.5,13911.6,11514.3,11517.2,11568.3,9024.2,9692.5,10316.7,8802.8,9852.8,10340.3,2,56.0
406.38M,17754794,426115072,5,12037.6,13413.2,14495.9,11518.8,11542.1,11546.9,10258.4,10310.3,10446.8,10239.0,10328.3,10463.2,2,56.0
