label,array_size,working_set_bytes,ntimes,copy_min,copy_med,copy_max,scale_min,scale_med,scale_max,add_min,add_med,add_max,triad_min,triad_med,triad_max,cpu_freq_mhz,temp_c
1.50M,65450,1570816,5,24956.1,24956.1,25536.5,11744.1,11775.5,11775.5,18878.0,18878.0,19152.4,17292.4,17429.7,17475.9,2,54.0
1.59M,69333,1664000,5,24618.3,24618.3,24749.2,11809.3,11809.3,11809.3,18914.1,18914.1,19121.3,17535.9,17535.9,17713.9,2,55.0
1.68M,73472,1763328,5,25028.5,25028.5,25028.5,11767.6,11767.6,11767.6,18963.9,18963.9,18963.9,17280.2,17320.7,17443.2,2,55.0
1.78M,77866,1868800,5,24418.2,24883.3,25002.4,11742.7,11769.1,11769.1,19071.2,19071.2,19071.2,17457.1,17496.1,17614.0,2,55.0
1.89M,82474,1979392,5,24382.1,24490.0,24931.2,11676.7,11776.0,11801.1,19041.5,19041.5,19041.5,17515.0,17515.0,17515.0,2,55.0
2.00M,87381,2097152,5,24535.7,24953.4,25060.0,11751.6,11751.6,11751.6,18557.1,18715.0,19080.4,17213.4,17315.1,17487.2,2,55.0
2.12M,92586,2222080,5,24656.1,25053.8,25155.2,11679.2,11767.7,11767.7,18828.3,18828.3,18828.3,17355.7,17355.7,17355.7,2,55.0
2.25M,98090,2354176,5,23764.3,24112.5,24562.3,11713.0,11713.0,11713.0,17695.5,18251.5,18988.6,17414.6,17445.3,17569.5,2,55.0
2.38M,103893,2493440,5,23086.6,23086.6,24125.1,11698.2,11698.2,11797.2,18188.2,18477.4,18877.6,16626.7,17172.8,17314.9,2,55.0
2.52M,110080,2641920,5,23830.1,24141.6,24461.4,11652.0,11744.6,11744.6,18346.1,18749.6,19006.9,17153.3,17477.9,17505.6,2,55.0
2.67M,116650,2799616,5,23298.4,23579.1,23939.6,11736.5,11736.5,11754.1,17954.7,18668.3,18787.8,16750.9,16847.0,16968.7,2,55.0
2.83M,123562,2965504,5,22718.1,22718.1,22780.5,11695.5,11712.0,11712.0,17347.5,17543.2,18105.0,16474.4,16584.2,17156.1,2,55.0
3.00M,130944,3142656,5,21859.5,22023.8,22023.8,11639.1,11654.5,11701.1,17275.6,17860.8,18181.0,15957.9,16353.9,17074.2,2,55.0
3.17M,138709,3329024,5,20192.2,20192.2,20918.2,11621.2,11679.6,11694.2,16485.1,17519.3,17719.4,15343.9,16407.6,16485.1,2,55.0
3.36M,146944,3526656,5,19411.9,19762.0,19921.7,11520.1,11520.1,11587.8,15392.2,16113.1,17219.9,15392.2,16025.9,16490.4,2,55.0
3.56M,155690,3736576,5,18758.0,18893.6,19031.3,11381.5,11481.5,11532.2,16462.5,16462.5,16531.9,15766.9,15975.8,16190.4,2,55.0
3.78M,164949,3958784,5,16596.0,16823.0,16925.9,11423.7,11530.8,11566.9,13466.6,13941.5,14772.5,14438.5,15275.4,15289.4,2,55.0
4.00M,174762,4194304,5,16266.4,16357.2,17716.1,11137.8,11408.6,11408.6,14514.9,14972.0,14972.0,13701.0,14028.8,14883.3,2,55.0
4.24M,185173,4444160,5,14121.3,14382.8,15670.6,11145.1,11185.2,11225.6,12443.3,13304.9,13756.5,13191.9,13766.7,13973.1,2,55.0
4.49M,196181,4708352,5,14876.3,15080.7,15098.0,10898.6,10898.6,10980.4,12618.7,12618.7,12724.4,13262.7,13298.5,13489.2,2,55.0
4.76M,207829,4987904,5,14513.2,14853.2,15045.5,10663.0,10728.6,10795.0,11846.4,11880.0,11907.1,11545.7,11846.4,11961.6,2,55.0
5.04M,220202,5284864,5,14389.0,14502.0,14559.1,10778.6,10841.9,10841.9,11796.8,11879.0,11930.2,12376.5,12460.0,12460.0,2,55.0
5.34M,233301,5599232,5,12960.7,13381.7,14416.7,10665.2,10694.4,10753.1,9859.3,10032.0,11199.3,10327.5,11915.2,12068.3,2,55.0
5.66M,247168,5932032,5,13009.5,14128.8,14128.8,10722.1,10834.2,10955.9,9613.9,9988.3,11092.6,10089.5,10209.6,11791.8,2,55.0
5.99M,261845,6284288,5,12817.0,12892.2,14057.7,10820.3,10826.9,10941.5,10184.8,10688.6,10745.3,9879.4,10740.9,11201.9,2,55.0
6.35M,277418,6658048,5,12570.7,13790.5,13872.7,10798.8,10874.5,11016.1,9349.1,9349.1,10518.2,9566.9,9566.9,10912.8,2,55.0
6.73M,293930,7054336,5,13669.7,13707.7,13717.2,10838.1,10940.3,10989.0,9056.6,10341.8,10422.0,9369.2,10786.7,10786.7,2,55.0
7.13M,311381,7473152,5,13499.0,13542.7,13648.9,10877.9,10975.0,10998.1,9181.2,9202.8,10253.4,10614.5,10708.8,10719.8,2,55.0
7.55M,329898,7917568,5,13401.4,13499.4,13607.3,11091.7,11136.4,11158.8,10177.3,10202.3,10218.0,9250.3,10429.8,10555.8,2,55.0
8.00M,349525,8388608,5,12210.4,13350.2,13637.3,11228.4,11255.4,11342.5,9068.1,9098.6,10142.5,9308.0,10381.9,10537.4,2,55.0
8.48M,370304,8887296,5,12045.9,12963.3,13225.5,11265.0,11306.0,11373.3,8995.2,9003.9,9078.4,9316.7,10007.0,10297.2,2,55.0
8.98M,392320,9415680,5,12969.5,13216.9,13216.9,11372.9,11412.3,11517.1,9105.9,9912.7,10048.9,9323.0,10268.4,10324.8,2,55.0
9.51M,415658,9975808,5,12180.9,12938.0,13095.9,11408.7,11408.7,11469.7,9119.8,9828.9,9875.3,9145.7,10087.2,10272.9,2,55.0
10.08M,440362,10568704,5,13099.4,13198.8,13240.2,11476.6,11494.4,11530.3,9997.4,10122.9,10174.0,9279.5,9419.5,10280.2,2,55.0
10.68M,466560,11197440,5,12098.3,12630.2,13024.3,11485.8,11502.7,11536.6,9952.4,10080.6,10141.5,9208.9,9230.6,9247.0,2,55.0
11.31M,494293,11863040,5,12058.0,13054.5,13095.7,11493.9,11509.9,11541.9,9096.4,10121.5,10227.6,9118.0,9951.4,10280.4,2,55.0
11.99M,523690,12568576,5,12524.7,12637.3,12812.3,11492.6,11492.6,11526.5,9126.8,9166.5,9967.2,9180.8,9208.1,9229.1,2,55.0
12.70M,554837,13316096,5,12558.0,12996.3,13152.4,11485.0,11513.4,11542.0,9989.6,10173.4,10188.2,9293.1,10282.0,10329.5,2,55.0
13.45M,587818,14107648,5,12104.3,12575.0,12976.2,11510.9,11541.2,11568.3,9270.2,10126.9,10253.3,9299.3,10142.6,10163.5,2,55.0
14.25M,622762,14946304,5,11286.2,11573.8,13234.0,10043.9,10937.7,11548.2,8797.3,9370.6,9592.9,8880.8,9119.8,10300.6,2,55.0
15.10M,659797,15835136,5,12493.9,12716.3,13182.0,11536.8,11551.8,11615.5,9264.5,9271.0,9276.2,9196.5,9293.0,10243.3,2,55.0
16.00M,699050,16777216,5,11897.7,13034.9,13144.4,11543.4,11577.6,11591.9,9233.5,10015.5,10298.4,9249.3,10229.5,10254.8,2,55.0
16.95M,740608,17774592,5,11876.1,12500.3,13079.3,11550.4,11561.1,11604.3,9218.8,9229.0,10008.3,9209.6,9218.8,9239.3,2,55.0
17.96M,784640,18831360,5,12666.9,12899.6,13037.0,11580.4,11590.6,11603.4,9291.2,10102.9,10152.2,9207.8,9248.8,10235.1,2,55.0
19.03M,831317,19951616,5,12223.7,12690.8,12989.2,11545.7,11576.8,11586.4,9267.2,9510.5,10274.2,9160.7,9215.2,10289.3,2,55.0
20.16M,880768,21138432,5,12043.1,12697.6,12880.2,11560.2,11628.4,11656.0,9258.7,9534.5,10256.9,9186.7,9214.4,9219.2,2,55.0
21.36M,933120,22394880,5,11590.0,12400.1,12663.4,11441.7,11583.5,11600.7,8353.1,9122.2,9971.4,8362.1,9904.1,10096.8,2,55.0
22.63M,988586,23726080,5,12204.4,12319.9,12475.2,11298.2,11364.0,11395.2,9290.0,9445.2,9509.3,8119.6,8363.3,8422.7,2,55.0
23.97M,1047381,25137152,5,10882.3,11859.0,12311.9,11423.5,11423.5,11455.1,8180.1,9279.4,9460.1,8182.6,8217.7,8295.9,2,55.0
25.40M,1109674,26632192,5,10298.6,12355.9,12450.9,10174.7,11440.9,11513.4,7976.0,9321.8,9381.3,7203.9,9324.9,9579.2,2,55.0
26.91M,1175637,28215296,5,12287.1,12515.2,12533.1,11434.2,11440.8,11497.5,8387.2,9542.3,9571.6,9318.4,9506.3,9580.9,2,55.0
28.51M,1245568,29893632,5,11553.4,12258.2,12363.4,11413.0,11427.0,11461.5,8442.2,9457.2,9553.7,8320.0,8411.6,9599.8,2,55.0
30.20M,1319637,31671296,5,11188.8,12267.5,12471.4,11437.3,11437.3,11544.7,8372.0,9334.5,9459.4,8413.9,9417.2,9499.4,2,55.0
32.00M,1398101,33554432,5,12019.6,12338.9,12503.3,11302.9,11442.1,11465.8,8357.3,9436.0,9527.3,8340.5,9415.1,9417.7,2,55.0
33.90M,1481216,35549184,5,12134.1,12153.4,12210.1,11372.0,11387.6,11477.0,9284.2,9284.2,9325.4,9342.9,9367.6,9417.3,2,55.0
35.92M,1569322,37663744,5,10946.4,12473.7,12524.1,11341.3,11356.0,11491.0,9427.9,9518.2,9569.5,9432.4,9522.8,9555.0,2,56.0
38.05M,1662634,39903232,5,11712.9,12264.0,12354.9,11392.4,11452.1,11511.1,9089.6,9268.8,9457.9,8622.2,8971.2,9520.8,2,55.0
40.32M,1761493,42275840,5,12212.0,12344.6,12404.2,11401.6,11442.4,11471.3,9162.3,9315.8,9324.2,8142.4,9368.0,9571.3,2,56.0
42.71M,1866240,44789760,5,10641.6,12133.4,12231.8,11375.2,11462.7,11520.7,8231.6,8373.6,9381.8,8090.9,8417.5,9423.7,2,56.0
45.25M,1977216,47453184,5,11656.7,12280.3,12539.1,11367.1,11367.1,11368.1,9205.1,9263.0,9374.6,9333.8,9361.4,9363.6,2,55.0
47.95M,2094805,50275328,5,11868.3,12087.7,12358.7,11357.2,11381.2,11450.7,9209.5,9418.5,9512.8,8375.2,9360.4,9600.3,2,55.0
50.80M,2219349,53264384,5,12177.1,12355.9,12368.2,11371.0,11432.1,11436.5,9258.5,9440.8,9509.9,9284.6,9531.8,9540.4,2,56.0
53.82M,2351317,56431616,5,12262.5,12408.1,12440.4,11355.4,11389.8,11417.8,8416.3,9264.6,9584.2,9430.3,9448.0,9473.3,2,55.0
57.02M,2491136,59787264,5,10812.8,12100.3,12478.7,11272.2,11352.5,11404.4,8345.5,9285.2,9511.0,8248.9,9214.9,9452.5,2,55.0
60.41M,2639274,63342592,5,12030.9,12384.2,12460.9,11361.0,11373.4,11378.6,9402.2,9470.9,9496.6,9442.6,9472.6,9535.2,2,56.0
64.00M,2796202,67108864,5,12220.8,12362.5,12563.6,11328.8,11395.5,11439.3,9407.0,9407.0,9428.1,9425.2,9467.7,9478.9,2,56.0
