label,array_size,working_set_bytes,ntimes,copy_min,copy_med,copy_max,scale_min,scale_med,scale_max,add_min,add_med,add_max,triad_min,triad_med,triad_max,cpu_freq_mhz,temp_c
304K,12970,311296,16,26375.8,26375.8,26375.8,12259.2,12259.2,12259.2,19486.6,19486.6,19486.6,18388.8,18388.8,18388.8,2,54.0
323K,13781,330752,15,27200.8,28025.1,28025.1,11706.7,12331.0,12331.0,19538.6,19538.6,19538.6,17560.0,18253.2,18496.5,2,53.0
342K,14592,350208,14,26466.3,26466.3,26466.3,11657.8,11798.2,11798.2,19585.1,19585.1,19585.1,17697.3,17697.3,17697.3,2,53.0
362K,15445,370688,14,27276.2,27276.2,27276.2,11778.4,11778.4,11778.4,19680.3,19680.3,19680.3,17667.6,17667.6,17667.6,2,54.0
384K,16384,393216,13,26178.8,26178.8,26817.4,11951.2,11951.2,11951.2,19634.1,19870.7,19870.7,17926.8,17926.8,17926.8,2,53.0
406K,17322,415744,12,25270.9,25270.9,25270.9,11984.1,12109.0,12109.0,18953.1,19814.7,19814.7,17436.9,18163.4,18163.4,2,54.0
431K,18389,441344,11,26827.5,26827.5,26827.5,11866.0,11866.0,11866.0,19282.3,19282.3,19282.3,17629.5,17799.0,17799.0,2,54.0
456K,19456,466944,11,26113.4,26113.4,26113.4,11554.6,11978.6,11978.6,19585.1,19585.1,19585.1,17967.9,17967.9,17967.9,2,53.0
483K,20608,494592,10,25610.7,25610.7,25610.7,11820.3,11820.3,11820.3,19756.8,19756.8,19946.8,17730.5,17730.5,17730.5,2,53.0
512K,21845,524288,10,25275.7,26654.4,27148.0,11727.9,11727.9,12016.3,19460.1,19460.1,19460.1,17591.9,17591.9,17591.9,2,54.0
542K,23125,555008,9,26303.3,26756.8,26756.8,11937.6,11937.6,11937.6,19080.6,19238.3,19238.3,17906.5,17906.5,17906.5,2,54.0
575K,24533,588800,8,24572.9,26133.0,26554.5,11594.2,11594.2,11844.5,18996.7,18996.7,19599.8,17895.5,17895.5,17895.5,2,53.0
609K,25984,623616,8,26026.2,26026.2,26026.2,11862.3,11943.5,11943.5,19519.7,19519.7,19519.7,17793.4,17793.4,17793.4,2,54.0
645K,27520,660480,7,26011.8,26011.8,26011.8,11615.3,11915.1,11915.1,18974.3,19372.4,19508.8,17872.6,17872.6,17872.6,2,54.0
683K,29141,699392,7,26074.9,26074.9,26074.9,11640.6,11710.3,11924.5,18925.3,19426.7,19426.7,17460.9,17460.9,17565.4,2,53.0
724K,30890,741376,7,25912.4,25912.4,26240.4,11778.4,11778.4,11778.4,19076.6,19076.6,19434.3,17667.6,17667.6,17667.6,2,53.0
767K,32725,785408,6,24956.1,26144.5,26144.5,11681.6,11871.0,11871.0,19152.4,19152.4,19152.4,17522.4,17806.5,17903.3,2,54.0
813K,34688,832512,6,25303.0,25303.0,25303.0,11816.6,11816.6,11816.6,19398.9,19398.9,19398.9,17372.2,17724.9,17724.9,2,54.0
861K,36736,881664,5,25680.3,25680.3,25680.3,11739.6,11795.7,11795.7,19160.4,19160.4,19260.2,17609.4,17609.4,17609.4,2,53.0
912K,38912,933888,5,25854.9,25854.9,25854.9,11762.8,11762.8,11762.8,19014.6,19391.1,19391.1,17644.2,17644.2,17644.2,2,53.0
967K,41258,990208,5,25401.6,25401.6,25401.6,11782.0,11832.4,11832.4,19051.2,19051.2,19407.3,17673.0,17673.0,17748.6,2,54.0
1.00M,43690,1048576,5,25719.2,25946.8,25946.8,11681.2,11822.5,11870.4,19121.6,19374.4,19460.1,17733.8,17733.8,17805.6,2,53.0
1.06M,46293,1111040,5,25675.0,25675.0,25675.0,11767.7,11767.7,11767.7,19177.0,19177.0,19177.0,17651.5,17651.5,17651.5,2,54.0
1.12M,49024,1176576,5,25307.3,25307.3,26110.7,11708.0,11708.0,11708.0,18980.5,19277.0,19277.0,17562.0,17562.0,17562.0,2,53.0
1.19M,51968,1247232,5,26026.2,26026.2,26026.2,11742.5,11742.5,11742.5,19232.6,19232.6,19232.6,17554.6,17613.7,17613.7,2,53.0
1.26M,55040,1320960,5,25127.0,25829.9,26011.8,11763.3,11763.3,11763.3,19171.3,19171.3,19171.3,17644.9,17644.9,17644.9,2,53.0
1.33M,58325,1399808,5,25252.4,25921.4,25921.4,11825.1,11825.1,11825.1,19186.9,19186.9,19186.9,17684.3,17684.3,17737.7,2,54.0
1.41M,61781,1482752,5,24678.9,24826.7,24826.7,11778.6,11778.6,11778.6,18788.8,18960.6,19018.6,17227.4,17420.4,17617.8,2,54.0
1.50M,65450,1570816,5,25536.5,25536.5,25536.5,11775.5,11775.5,11775.5,19152.4,19152.4,19208.2,17616.1,17663.3,17663.3,2,54.0
1.59M,69333,1664000,5,25849.2,25849.2,25849.2,11690.6,11809.3,11809.3,19121.3,19173.9,19333.2,17535.9,17713.9,17713.9,2,54.0
1.68M,73472,1763328,5,25547.3,25547.3,25547.3,11739.6,11767.6,11767.6,19160.4,19160.4,19160.4,17609.4,17651.4,17651.4,2,54.0
1.78M,77866,1868800,5,25490.2,25490.2,25490.2,11742.7,11742.7,11769.1,19258.6,19258.6,19258.6,17614.0,17653.7,17653.7,2,54.0
1.89M,82474,1979392,5,25388.7,25863.3,25863.3,11676.7,11776.0,11801.1,19217.8,19217.8,19217.8,17664.1,17664.1,17701.7,2,54.0
2.00M,87381,2097152,5,25495.8,25495.8,25495.8,11751.6,11751.6,11751.6,19205.4,19247.4,19247.4,17627.4,17627.4,17627.4,2,54.0
2.12M,92586,2222080,5,25464.5,25569.3,25569.3,11745.4,11767.7,11767.7,19137.6,19137.6,19177.0,17651.5,17651.5,17651.5,2,54.0
2.25M,98090,2354176,5,25713.7,25713.7,25713.7,11713.0,11797.0,11818.1,19135.8,19135.8,19323.0,17569.5,17569.5,17569.5,2,54.0
2.38M,103893,2493440,5,25261.4,25539.0,25632.9,11717.9,11777.3,11777.3,19049.6,19189.4,19189.4,17547.3,17576.8,17576.8,2,54.0
2.52M,110080,2641920,5,24461.4,24461.4,25127.0,11744.6,11744.6,11744.6,18346.1,18749.6,19006.9,17047.7,17505.6,17616.9,2,53.0
2.67M,116650,2799616,5,24311.3,24540.0,24851.6,11666.5,11736.5,11736.5,18433.9,18787.8,18908.8,17293.6,17396.1,17499.8,2,54.0
2.83M,123562,2965504,5,22718.1,23827.9,24388.5,11695.5,11695.5,11712.0,17642.8,18536.7,18760.4,16740.5,16853.9,17132.4,2,54.0
3.00M,130944,3142656,5,22023.8,22079.2,23003.9,11639.1,11716.7,11716.7,16986.2,17551.6,18281.9,16114.0,16622.0,16986.2,2,53.0
3.17M,138709,3329024,5,21155.9,21749.1,22006.2,11621.2,11679.6,11694.2,17607.7,17787.1,17809.8,15848.9,16802.5,16802.5,2,54.0
3.36M,146944,3526656,5,19260.2,19604.9,20804.3,11520.1,11587.8,11642.6,15202.3,16943.7,17021.7,15537.7,16183.7,16417.2,2,54.0
3.56M,155690,3736576,5,18427.1,18459.7,19639.4,11381.5,11481.5,11532.2,16107.2,16240.7,16531.9,15766.9,15830.6,16041.2,2,54.0
3.78M,164949,3958784,5,17269.2,17825.3,17940.9,11330.1,11423.7,11423.7,13941.5,14143.4,14999.4,15163.8,15219.3,15460.3,2,53.0
4.00M,174762,4194304,5,16065.9,16266.4,17583.3,11180.2,11223.0,11277.0,13532.4,13574.2,13939.9,13669.1,13743.8,14721.4,2,54.0
4.24M,185173,4444160,5,14741.1,15266.3,16096.8,10853.1,11175.1,11225.6,11723.3,12104.0,12663.1,12953.5,13182.5,13419.8,2,54.0
4.49M,196181,4708352,5,15691.9,15842.9,16602.1,10971.2,11128.9,11138.3,11860.8,12586.5,12975.2,12319.5,12358.1,13809.9,2,54.0
4.76M,207829,4987904,5,15309.7,15479.7,15600.9,10795.0,10828.5,10870.7,12371.8,12686.9,12725.5,12051.1,12135.0,12342.6,2,54.0
5.04M,220202,5284864,5,15313.5,15377.2,15506.3,10778.6,10841.9,10905.9,11955.9,12033.8,12092.9,12608.8,12702.7,12798.1,2,54.0
5.34M,233301,5599232,5,14756.4,14882.7,14939.5,10723.7,10723.7,10753.1,11312.5,11428.1,11614.7,11109.2,12174.6,12308.6,2,54.0
5.66M,247168,5932032,5,13496.5,14550.1,14640.0,10687.6,10722.1,10743.0,9726.6,11004.3,11107.5,9853.8,9936.4,11632.0,2,53.0
5.99M,261845,6284288,5,13212.1,14391.6,14594.8,10714.7,10773.8,10880.6,9393.5,10352.8,10855.9,9651.5,9711.9,9773.1,2,54.0
6.35M,277418,6658048,5,12973.7,13451.7,13997.9,10773.8,10773.8,10880.9,9234.7,9336.6,10451.3,9469.6,9498.6,9593.2,2,54.0
6.73M,293930,7054336,5,11998.4,13400.3,14039.4,9843.0,10542.7,11094.1,9163.2,9431.9,10359.9,9366.2,10720.3,10885.9,2,54.0
7.13M,311381,7473152,5,13577.9,13875.4,14071.7,11144.8,11192.5,11246.7,9248.9,10223.3,10307.3,9484.0,10571.5,10767.7,2,54.0
7.55M,329898,7917568,5,13776.7,13923.9,13967.9,11278.2,11347.6,11353.4,10164.9,10205.5,10348.6,9359.8,9458.5,9482.8,2,54.0
8.00M,349525,8388608,5,12651.7,13773.5,13846.7,11298.8,11342.5,11392.0,9237.2,9268.8,9268.8,9468.3,9522.1,10496.5,2,54.0
8.48M,370304,8887296,5,13162.4,13594.5,13783.0,11415.1,11436.1,11462.5,10055.6,10110.1,10168.0,9335.3,9434.6,10553.8,2,54.0
8.98M,392320,9415680,5,13079.1,13641.5,13827.8,11437.1,11457.0,11472.0,10102.9,10181.0,10257.7,9378.3,10403.6,10461.5,2,54.0
9.51M,415658,9975808,5,11348.4,13270.4,13302.0,10106.6,11427.4,11569.6,9304.3,9926.8,10190.3,9394.1,10087.2,10262.8,2,54.0
10.08M,440362,10568704,5,12580.8,13574.7,13574.7,11494.4,11494.4,11494.4,9297.0,10239.8,10301.7,9385.6,10422.8,10432.6,2,54.0
10.68M,466560,11197440,5,13501.6,13501.6,13625.0,11502.7,11519.6,11575.0,10263.4,10301.7,10338.0,10495.1,10535.1,10544.6,2,54.0
11.31M,494293,11863040,5,12395.9,12837.2,13446.1,11493.9,11509.9,11566.1,9195.6,10316.6,10351.0,9391.7,10288.9,10379.0,2,54.0
11.99M,523690,12568576,5,12583.0,12892.2,12906.4,11541.6,11556.8,11560.6,9276.2,10095.1,10169.1,9386.8,9393.5,10405.9,2,54.0
12.70M,554837,13316096,5,12349.7,12362.0,13152.4,11352.0,11527.7,11603.1,9089.0,9899.3,10020.0,8883.7,9814.0,10266.9,2,54.0
13.45M,587818,14107648,5,12440.2,13399.4,13399.4,10370.1,11524.3,11554.7,9373.0,10366.5,10381.0,9386.4,10260.4,10434.1,2,54.0
14.25M,622762,14946304,5,12453.2,12471.8,13390.9,11532.2,11545.0,11561.0,9388.8,10223.3,10329.4,9412.8,10358.4,10415.2,2,54.0
15.10M,659797,15835136,5,12969.6,13000.1,13433.9,11524.8,11536.8,11536.8,10355.1,10363.1,10446.3,9408.9,10466.0,10507.4,2,54.0
16.00M,699050,16777216,5,11937.0,13222.2,13442.0,11529.2,11554.8,11566.2,9445.5,10260.8,10355.9,9403.8,9420.2,10505.9,2,54.0
16.95M,740608,17774592,5,12592.2,12672.5,13483.8,11539.7,11561.1,11585.4,9355.3,10381.8,10473.7,9414.3,9434.6,9480.2,2,54.0
17.96M,784640,18831360,5,12430.7,12811.8,13470.5,11539.8,11547.4,11550.0,9388.4,9420.9,10353.2,9425.4,9429.9,9443.4,2,54.0
19.03M,831317,19951616,5,12397.5,12816.2,13449.6,11536.1,11557.6,11576.8,10164.4,10364.5,10379.9,9406.8,10305.8,10423.9,2,54.0
20.16M,880768,21138432,5,11833.3,12517.4,13170.1,11439.4,11448.3,11560.2,9395.0,9781.7,9990.0,8826.4,9403.0,10201.5,2,54.0
21.36M,933120,22394880,5,12432.1,12792.8,13389.1,11547.2,11555.8,11592.1,9421.4,10272.4,10378.0,9370.6,9417.6,9429.9,2,54.0
22.63M,988586,23726080,5,12795.2,13192.1,13236.8,11412.8,11420.7,11503.9,10378.0,10406.2,10438.9,9300.4,10338.1,10397.5,2,54.0
23.97M,1047381,25137152,5,12666.9,12849.8,12961.2,11549.2,11549.2,11556.8,9690.5,10311.3,10335.5,10091.2,10443.0,10456.5,2,54.0
25.40M,1109674,26632192,5,12656.2,12948.9,13220.1,11411.1,11543.8,11550.9,10299.0,10387.2,10411.4,9344.4,9364.0,10435.7,2,54.0
26.91M,1175637,28215296,5,13136.1,13284.3,13313.5,11526.0,11568.3,11624.5,10278.2,10361.9,10408.4,9374.5,10300.6,10505.4,2,54.0
28.51M,1245568,29893632,5,12077.5,12310.6,12661.1,11272.9,11539.0,11599.9,8862.9,9392.0,10379.4,8836.6,9286.3,10419.9,2,54.0
30.20M,1319637,31671296,5,12198.3,13379.6,13381.6,11544.7,11556.7,11562.8,9423.2,10357.0,10364.3,9381.3,9386.6,10383.7,2,54.0
32.00M,1398101,33554432,5,12775.7,13321.7,13338.8,11542.0,11567.6,11573.3,9404.4,10346.8,10368.9,9370.0,9370.0,10446.7,2,54.0
33.90M,1481216,35549184,5,12573.1,13321.2,13441.9,11577.3,11582.7,11589.5,9242.8,10400.0,10403.6,9377.6,10437.1,10456.1,2,54.0
35.92M,1569322,37663744,5,13536.7,13587.3,13638.4,11486.0,11560.4,11565.5,10347.4,10381.4,10398.4,10401.2,10441.7,10479.8,2,54.0
38.05M,1662634,39903232,5,12900.6,13117.5,13698.9,11452.1,11461.5,11536.1,8942.9,10383.8,10421.3,8863.3,10506.4,10559.4,2,54.0
40.32M,1761493,42275840,5,12683.7,13127.4,13707.3,11465.7,11550.9,11579.2,9369.5,10389.5,10493.4,10453.8,10459.4,10497.8,2,54.0
42.71M,1866240,44789760,5,12794.1,13560.1,13797.6,11484.8,11568.6,11582.5,10273.0,10353.9,10433.3,10339.1,10494.5,10523.9,2,54.0
45.25M,1977216,47453184,5,13624.5,13689.1,13857.8,11554.2,11571.4,11579.4,10410.8,10415.1,10500.8,9490.4,10510.3,10549.8,2,54.0
47.95M,2094805,50275328,5,12469.4,13936.7,13947.8,11510.7,11522.0,11553.3,10437.0,10504.6,10508.8,9528.7,10389.2,10564.1,2,54.0
50.80M,2219349,53264384,5,13314.7,13584.3,13710.6,11485.0,11488.6,11540.2,9369.5,10440.1,10495.0,10458.1,10481.2,10554.0,2,54.0
53.82M,2351317,56431616,5,13513.2,13611.2,13655.9,11504.4,11508.6,11519.5,10365.7,10468.0,10488.8,9406.7,10465.7,10537.9,2,54.0
57.02M,2491136,59787264,5,12869.7,13608.2,13764.0,11539.8,11546.2,11555.8,9943.1,10452.1,10456.0,10038.3,10456.0,10472.6,2,54.0
60.41M,2639274,63342592,5,12632.4,13521.5,13675.0,11506.4,11540.9,11550.7,9407.5,10392.7,10424.9,10450.7,10469.7,10496.1,2,54.0
64.00M,2796202,67108864,5,13311.3,13479.6,13690.1,11489.0,11525.0,11566.2,9396.3,9461.3,10503.6,9345.4,10445.1,10505.5,2,54.0
67.81M,2962474,71099392,5,11092.4,13535.4,13636.6,11487.8,11566.7,11577.5,9918.9,10469.8,10476.1,10435.8,10457.4,10460.3,2,54.0
71.84M,3138645,75327488,5,13709.4,13750.5,13819.1,11518.1,11520.6,11560.4,10453.5,10493.1,10497.3,10472.5,10524.9,10532.2,2,54.0
76.11M,3325269,79806464,5,13656.1,13942.8,13971.6,11543.3,11553.5,11554.1,10477.4,10500.8,10562.1,10527.2,10561.7,10574.7,2,54.0
80.63M,3522986,84551680,5,13405.0,13948.3,14011.1,11527.2,11529.5,11536.2,9413.5,10478.5,10547.7,10546.5,10565.0,10628.6,2,54.0
85.43M,3732480,89579520,5,13690.6,13754.5,14114.9,11529.2,11551.0,11577.7,9746.4,10505.3,10543.7,9490.4,10567.4,10602.6,2,54.0
90.51M,3954432,94906368,5,12350.0,13970.2,14063.5,11503.6,11527.1,11568.8,10337.2,10549.8,10556.8,9482.1,10608.9,10621.9,2,54.0
95.89M,4189568,100549632,5,13953.9,13965.7,14067.7,11496.0,11545.1,11579.3,9449.2,10571.9,10590.0,9835.7,10598.8,10632.2,2,54.0
101.59M,4438698,106528768,5,13876.6,13933.1,13991.4,11485.9,11527.3,11553.6,10529.6,10533.8,10539.1,9566.1,9980.2,10593.5,2,54.0
107.63M,4702634,112863232,5,13790.2,13875.1,14236.9,11515.7,11543.9,11559.6,10498.8,10533.2,10546.8,10551.0,10585.5,10631.6,2,54.0
114.04M,4982272,119574528,5,13113.5,14012.6,14061.5,11483.1,11516.4,11528.3,9484.0,10562.3,10571.5,9553.9,10612.9,10620.3,2,54.0
120.82M,5278506,126684160,5,12349.1,13901.9,14208.6,11525.4,11531.4,11544.2,10481.8,10503.5,10542.9,10564.9,10576.5,10588.7,2,54.0
128.00M,5592405,134217728,5,13860.0,14013.7,14124.4,11515.8,11532.4,11560.5,10417.3,10478.4,10531.1,10536.0,10572.4,10583.4,2,54.0
135.61M,5924949,142198784,5,13918.7,14109.4,14123.9,11511.8,11539.8,11543.9,10472.8,10557.5,10564.6,10555.3,10574.0,10589.0,2,54.0
143.67M,6277248,150653952,5,14041.5,14222.1,14296.9,11521.8,11548.3,11564.2,9350.5,9469.0,10567.1,9530.9,10530.1,10612.5,2,54.0
152.22M,6650538,159612928,5,12664.9,14023.0,14334.7,11523.6,11533.5,11539.7,10433.0,10588.6,10598.5,10536.9,10539.8,10637.4,2,54.0
161.27M,7045973,169103360,5,11581.4,13584.1,14359.6,11509.6,11537.9,11550.6,9917.5,10576.8,10592.8,9916.3,10524.9,10539.4,2,54.0
170.86M,7464960,179159040,5,14148.4,14381.9,14386.9,11545.6,11554.4,11556.6,10436.9,10591.7,10614.9,10525.8,10530.2,10645.2,2,54.0
181.02M,7908864,189812736,5,10344.3,12524.0,13041.6,11515.4,11521.6,11547.9,10263.5,10401.9,10611.3,10329.3,10532.8,10644.5,2,54.0
191.78M,8379136,201099264,5,12947.0,13756.3,14400.2,11502.8,11506.8,11513.6,9494.4,10048.9,10398.2,9479.6,10466.3,10622.3,2,54.0
203.19M,8877397,213057536,5,13305.8,13548.1,14246.6,11539.5,11548.9,11563.7,10394.0,10572.0,10608.7,10349.1,10353.7,10611.0,2,54.0
215.27M,9405269,225726464,5,12141.8,13851.6,14088.8,11538.5,11543.7,11559.6,9176.3,10564.8,10599.0,9567.9,10445.5,10464.4,2,54.0
228.07M,9964544,239149056,5,13008.6,13512.3,14261.8,11544.0,11545.6,11570.6,10352.4,10541.7,10546.2,10422.6,10465.6,10598.2,2,54.0
241.63M,10557056,253369344,5,13920.8,14035.0,14176.5,11544.1,11551.2,11569.3,10381.0,10557.5,10610.5,10485.8,10492.4,10640.0,2,54.0
256.00M,11184810,268435456,5,13679.6,14017.1,14142.2,11527.8,11540.4,11542.5,10349.9,10550.5,10581.3,10449.9,10460.4,10587.5,2,54.0
271.22M,11849898,284397568,5,12428.6,13786.0,13816.2,11508.3,11516.6,11558.6,10340.6,10556.3,10557.9,10433.9,10455.1,10581.5,2,54.0
287.35M,12554538,301308928,5,13117.0,13711.3,14018.6,11505.4,11533.0,11546.4,10177.0,10365.3,10546.0,10438.6,10444.4,10602.4,2,54.0
304.44M,13301077,319225856,5,13467.0,13773.7,14015.7,11503.0,11526.0,11536.6,10355.1,10542.8,10570.0,10418.6,10420.7,10579.5,2,54.0
322.54M,14091989,338207744,5,13279.5,13796.1,13808.0,11515.9,11544.3,11546.7,9787.0,10312.1,10501.1,9404.1,10441.8,10522.9,2,54.0
341.72M,14929920,358318080,5,12944.5,13691.7,13701.0,11550.2,11575.4,11582.5,10337.2,10468.6,10469.5,10394.5,10395.7,10451.5,2,54.0
362.04M,15817728,379625472,5,11544.2,13421.9,13459.2,11514.7,11530.5,11602.3,9388.5,10505.5,10533.4,9468.6,10435.3,10435.3,2,54.0
383.57M,16758272,402198528,5,13004.2,13115.5,13251.0,11531.1,11533.1,11534.1,10307.7,10396.2,10403.0,10339.3,10347.6,10391.1,2,54.0
406.38M,17754794,426115072,5,11032.1,13097.2,13277.7,11523.5,11541.8,11556.2,10375.3,10453.0,10454.5,9891.2,10283.6,10438.6,2,55.0
430.54M,18810538,451452928,5,11681.3,12591.8,13084.5,11503.6,11515.9,11546.9,10284.3,10288.6,10328.1,10292.8,10296.8,10313.0,2,55.0
456.14M,19929088,478298112,5,12051.3,12862.6,12862.6,11506.4,11531.8,11535.5,10361.3,10366.5,10438.9,9580.4,10283.8,10356.6,2,54.0
483.26M,21114112,506738688,5,12575.9,13215.4,13436.7,11513.3,11536.2,11559.9,10371.6,10376.9,10429.5,10336.1,10389.9,10412.4,2,55.0
512.00M,22369621,536870912,5,12679.8,13777.0,13951.0,11533.0,11538.2,11542.3,10287.9,10479.4,10479.6,10241.3,10476.8,10486.2,2,54.0
542.45M,23699797,568795136,5,13208.8,13976.1,14050.1,11536.2,11545.4,11548.2,10391.8,10482.2,10483.0,9309.9,10464.7,10495.9,2,54.0
574.70M,25109034,602616832,5,12281.3,12608.5,13348.3,11542.0,11552.0,11573.6,10175.0,10293.2,10366.4,9615.9,10118.0,10387.6,2,54.0
608.87M,26602112,638450688,5,12671.1,14035.2,14573.5,11517.3,11532.2,11546.0,10254.4,10436.6,10524.7,10256.1,10459.1,10634.1,2,54.0
645.08M,28183936,676414464,5,11836.1,12534.2,13079.9,11528.6,11543.7,11546.7,10204.9,10257.1,10270.5,9121.6,10144.8,10273.8,2,54.0
683.44M,29859882,716637184,5,11774.4,12646.8,12886.2,11523.6,11534.0,11540.1,10282.6,10334.1,10366.5,10243.7,10352.3,10365.6,2,54.0
724.08M,31635413,759249920,5,13350.8,13570.5,13768.7,11512.4,11539.7,11540.5,10295.9,10354.3,10457.1,10345.5,10421.8,10564.2,2,54.0
767.13M,33516544,804397056,5,13288.7,14300.0,14309.2,11533.1,11537.8,11556.9,9773.1,10442.3,10473.4,9598.6,10396.2,10634.0,2,55.0
812.75M,35509546,852229120,5,12244.7,12916.7,13144.1,11515.6,11532.6,11547.8,10104.9,10221.8,10428.9,9358.3,10354.0,10591.8,2,54.0
861.08M,37621077,902905856,5,12628.0,13326.9,13419.9,11547.3,11550.2,11552.4,10201.6,10284.9,10286.8,10388.0,10411.3,10482.8,2,55.0
912.28M,39858133,956595200,5,12492.7,13351.1,13580.8,11458.2,11518.0,11544.7,10163.8,10306.7,10418.5,9475.6,10218.1,10562.2,2,55.0
966.53M,42228224,1013477376,5,12901.0,13385.3,13468.3,11508.1,11531.3,11556.5,10349.9,10369.0,10446.6,10532.0,10551.6,10582.9,2,55.0
1.00G,44739242,1073741824,5,12738.7,13306.8,13314.7,11541.7,11552.5,11566.7,10291.3,10385.7,10432.5,10362.5,10504.6,10545.6,2,55.0
1.06G,47399594,1137590272,5,11471.7,12353.3,13306.8,11489.6,11520.1,11524.7,9314.1,9897.7,9994.6,9378.6,9637.8,10012.6,2,55.0
1.12G,50218112,1205234688,5,12350.4,12629.5,13331.5,11537.8,11539.3,11549.2,9863.0,9944.3,10146.8,9856.7,10027.8,10219.1,2,55.0
1.19G,53204224,1276901376,5,12642.8,13060.2,13195.1,11536.4,11537.1,11574.9,10215.4,10355.9,10419.3,10346.1,10454.3,10524.2,2,55.0
1.26G,56367914,1352829952,5,12152.0,12764.7,13369.6,11519.7,11522.9,11531.3,10417.6,10479.2,10510.1,10304.4,10508.7,10588.7,2,55.0
